school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
GP;F;17;U;LE3;T;2;1;services;other;reputation;father;2;3;1;yes;yes;yes;yes;yes;yes;yes;yes;3;3;3;1;1;1;0;13;13;14
GP;M;18;U;LE3;T;1;3;teacher;services;home;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;3;4;5;2;4;1;2;14;16;18
GP;F;18;U;LE3;T;4;1;services;other;course;mother;1;1;0;no;yes;yes;no;yes;yes;yes;yes;4;4;3;2;2;1;1;13;15;16
GP;F;18;R;GT3;T;2;2;other;services;home;mother;1;2;3;yes;no;no;no;yes;yes;no;no;4;3;3;1;1;4;4;9;11;14
GP;F;16;U;GT3;T;2;3;other;services;reputation;father;1;2;0;yes;no;yes;yes;yes;yes;yes;no;4;4;2;1;1;4;2;19;17;16
GP;F;19;U;LE3;T;3;2;teacher;other;other;mother;1;1;0;yes;yes;yes;no;yes;yes;no;no;4;3;4;1;1;5;22;9;12;15
GP;M;20;U;GT3;T;2;3;other;services;course;other;1;1;3;no;no;no;yes;yes;yes;yes;no;4;2;2;1;1;3;0;10;11;12
MS;F;15;U;GT3;T;3;4;at_home;services;home;father;1;3;1;no;no;yes;no;yes;yes;no;no;3;5;2;1;1;1;0;14;11;13
MS;M;18;R;GT3;T;3;2;health;other;course;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;no;3;4;2;1;5;3;0;15;11;14
GP;M;16;U;GT3;T;2;3;other;services;home;mother;1;4;0;no;no;no;yes;yes;yes;yes;no;5;5;3;1;3;4;3;8;10;14
MS;F;18;U;GT3;T;4;1;teacher;services;home;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;4;5;2;1;2;9;13;16;18
GP;M;18;U;GT3;T;3;1;teacher;other;home;mother;1;2;0;no;yes;no;no;no;yes;yes;no;4;3;3;1;1;4;0;17;15;15
GP;M;15;U;GT3;T;4;4;services;teacher;home;father;3;4;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;3;2;0;19;19;19
GP;F;17;U;GT3;T;4;4;teacher;services;course;mother;1;3;3;no;yes;yes;yes;yes;yes;yes;no;5;2;5;1;2;4;0;11;8;9
MS;F;17;R;LE3;T;3;1;at_home;other;reputation;father;2;1;0;no;no;yes;no;no;yes;yes;no;5;4;3;1;3;2;29;10;12;13
GP;F;15;U;GT3;T;4;1;at_home;services;home;father;1;3;0;no;yes;no;no;yes;yes;no;yes;5;3;1;1;1;5;0;14;15;12
GP;F;18;R;GT3;T;3;2;teacher;at_home;reputation;father;1;3;0;yes;yes;yes;yes;yes;yes;no;no;4;2;4;2;3;4;0;19;15;14
GP;M;18;R;GT3;T;1;1;other;other;home;mother;2;1;0;no;yes;yes;no;no;yes;yes;no;2;2;2;4;3;5;2;10;13;15
GP;F;17;U;GT3;T;4;4;services;services;reputation;father;1;3;0;yes;yes;no;no;yes;yes;yes;yes;3;2;3;1;2;5;1;12;10;9
GP;M;19;U;GT3;T;3;3;other;other;home;father;1;2;0;no;yes;no;yes;yes;no;no;no;4;4;5;2;3;5;0;13;9;12
GP;M;17;R;GT3;T;2;4;other;other;course;father;1;3;0;no;no;no;no;no;yes;yes;no;3;3;3;2;5;5;13;11;13;18
GP;F;16;U;GT3;T;1;4;other;services;course;father;1;2;0;no;yes;yes;no;yes;yes;no;no;4;3;2;1;3;5;4;10;12;15
GP;M;18;U;LE3;A;4;1;teacher;services;course;mother;4;3;0;no;no;yes;no;yes;yes;yes;no;3;3;5;1;2;3;0;16;16;19
GP;F;16;U;LE3;T;4;4;other;other;course;father;1;2;0;no;yes;no;yes;yes;no;yes;no;2;4;2;1;1;5;0;10;8;9
GP;M;15;U;GT3;T;3;1;services;other;course;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;3;4;4;2;3;3;0;10;6;10
GP;F;17;U;GT3;T;4;4;teacher;other;course;mother;2;2;0;no;yes;yes;no;yes;yes;yes;yes;5;3;2;1;1;5;9;19;20;20
MS;F;15;R;GT3;T;1;4;at_home;other;course;mother;1;3;0;no;no;no;yes;yes;yes;yes;yes;4;2;3;1;1;2;0;15;13;14
GP;F;16;R;GT3;T;3;1;other;services;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;1;3;2;2;3;1;13;12;13
GP;F;18;U;GT3;A;3;2;services;other;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;3;4;1;2;1;16;19;20;19
GP;M;18;U;GT3;T;3;1;services;other;home;mother;1;3;0;no;yes;no;no;no;yes;yes;no;5;3;1;2;2;4;38;14;14;19
GP;F;16;U;GT3;T;3;2;other;other;other;father;1;2;2;no;yes;yes;no;yes;yes;no;no;4;1;2;1;3;3;6;15;17;17
GP;M;17;U;LE3;T;4;2;other;other;home;mother;1;2;0;no;no;no;no;yes;yes;no;no;3;4;5;1;3;5;0;13;13;13
MS;F;16;U;GT3;T;4;3;services;other;course;mother;1;1;0;no;yes;yes;yes;no;yes;yes;no;5;4;3;1;4;2;5;13;17;19
GP;F;18;U;GT3;A;4;3;other;other;course;mother;2;2;0;yes;yes;yes;yes;yes;yes;yes;no;5;1;2;2;4;1;5;7;5;11
GP;M;18;U;LE3;T;4;4;other;other;home;mother;1;2;3;no;yes;yes;no;no;yes;yes;yes;4;4;2;1;1;4;31;14;15;18
GP;F;16;U;GT3;T;3;4;services;services;course;mother;2;1;0;yes;yes;no;no;no;yes;no;yes;4;4;4;1;2;3;0;8;7;10
GP;F;18;R;GT3;T;4;2;teacher;other;reputation;other;2;3;0;no;no;no;yes;yes;yes;yes;no;5;3;2;5;2;4;0;8;9;12
GP;M;19;U;GT3;T;2;3;other;health;home;other;1;2;2;no;no;no;no;yes;yes;yes;no;4;4;3;1;4;5;3;14;15;17
GP;F;18;U;GT3;T;4;3;services;services;reputation;father;1;2;0;no;yes;yes;no;yes;yes;yes;yes;4;3;3;1;1;2;1;13;12;11
GP;M;17;U;GT3;T;4;4;teacher;teacher;course;mother;2;1;0;no;yes;yes;no;yes;yes;yes;no;4;4;4;1;1;2;0;8;11;13
GP;F;16;U;GT3;T;3;4;health;services;reputation;other;1;2;1;yes;yes;yes;no;yes;yes;yes;yes;4;2;4;1;1;3;1;15;15;14
GP;F;18;U;GT3;T;2;3;other;other;course;mother;3;3;0;no;no;yes;no;yes;yes;yes;yes;3;3;2;1;2;3;0;11;11;11
GP;F;15;R;LE3;T;3;2;services;at_home;home;mother;1;1;0;no;yes;no;no;yes;no;yes;no;5;2;3;2;1;3;0;12;12;15
GP;M;18;U;LE3;T;4;3;teacher;other;other;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;3;3;3;1;4;2;0;13;14;13
GP;M;15;R;GT3;T;2;2;services;other;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;4;3;4;5;4;3;0;10;9;11
GP;M;19;U;LE3;T;1;1;other;at_home;home;father;2;3;0;no;no;no;yes;yes;yes;yes;no;5;1;4;1;1;5;2;11;13;14
GP;F;18;U;GT3;A;2;4;teacher;other;course;father;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;3;4;1;1;1;0;16;14;14
MS;F;18;U;LE3;T;1;2;teacher;services;reputation;other;1;1;0;no;no;yes;no;yes;yes;yes;no;4;4;3;1;3;4;0;18;15;15
MS;M;17;R;GT3;T;2;3;at_home;other;course;mother;2;2;1;no;no;yes;no;no;yes;yes;no;1;3;5;2;2;4;0;9;8;10
GP;F;16;U;GT3;T;2;2;teacher;other;other;other;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;5;9;15;15;16
GP;F;18;R;LE3;A;2;4;other;services;course;father;1;1;1;no;yes;yes;no;yes;yes;yes;yes;3;5;2;1;4;5;6;9;8;10
GP;F;16;U;GT3;T;3;3;other;teacher;course;mother;1;2;0;no;yes;no;no;no;yes;yes;no;4;2;2;1;1;3;0;7;5;8
GP;M;16;R;LE3;T;3;2;other;other;course;mother;1;4;0;no;yes;no;yes;yes;yes;yes;no;3;5;2;1;2;5;14;18;20;20
MS;M;15;R;LE3;T;4;1;other;health;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;yes;3;4;2;3;4;5;0;13;14;11
GP;M;15;U;GT3;T;4;3;teacher;other;course;mother;2;1;0;no;yes;no;no;no;yes;yes;no;3;3;2;3;3;5;0;9;7;7
GP;F;17;U;LE3;T;1;3;services;other;other;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;no;4;1;3;1;1;5;0;8;7;10
MS;M;16;R;GT3;T;2;2;at_home;other;course;father;2;1;0;no;no;no;no;no;yes;yes;yes;3;3;3;3;1;3;8;9;7;10
MS;F;15;U;GT3;T;4;4;at_home;health;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;yes;3;4;5;1;3;1;3;11;12;14
GP;F;18;U;LE3;T;1;3;services;other;other;father;1;2;0;no;no;yes;yes;yes;yes;yes;yes;3;3;2;3;4;2;7;17;15;13
GP;F;15;U;GT3;T;3;3;services;services;reputation;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;3;5;5;1;1;5;54;11;12;16
GP;M;18;R;LE3;T;1;1;other;teacher;course;mother;1;2;0;no;no;no;no;yes;yes;no;no;3;4;3;2;4;4;0;11;10;11
GP;M;16;U;GT3;T;4;4;at_home;other;home;mother;1;1;0;no;yes;yes;no;no;yes;yes;no;4;5;3;1;2;5;0;15;13;17
GP;F;17;R;GT3;T;4;4;teacher;services;other;father;1;1;0;no;yes;yes;yes;yes;yes;yes;no;5;5;2;3;2;2;17;12;12;11
GP;M;19;U;GT3;T;2;1;teacher;other;course;father;1;4;0;no;yes;no;no;yes;yes;yes;no;5;2;5;1;1;5;0;14;12;11
GP;M;15;R;LE3;T;2;3;at_home;health;home;mother;1;2;1;no;no;no;yes;yes;no;yes;yes;5;4;5;1;3;4;0;18;15;11
GP;M;18;U;LE3;A;4;4;services;other;course;mother;1;3;0;no;no;no;no;no;yes;no;no;3;4;4;2;4;1;3;19;20;20
GP;F;16;U;LE3;T;4;4;services;other;course;mother;2;3;0;no;yes;yes;yes;no;yes;yes;yes;4;3;2;1;1;5;0;9;8;8
MS;M;16;U;GT3;T;4;3;other;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;3;4;4;1;3;3;3;10;13;13
GP;M;17;U;GT3;T;2;4;other;other;course;mother;1;2;3;no;yes;yes;no;no;yes;yes;yes;4;4;2;3;3;3;0;12;11;11
MS;M;17;R;GT3;T;4;1;teacher;other;home;mother;2;2;0;yes;no;no;yes;yes;yes;no;no;4;3;4;2;1;5;0;9;9;12
GP;M;16;U;GT3;A;2;3;teacher;other;course;father;1;3;1;no;no;no;no;no;yes;yes;yes;4;2;2;2;4;4;0;14;15;13
GP;F;17;U;GT3;T;4;2;services;other;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;yes;yes;4;3;3;5;2;3;0;8;7;10
GP;F;16;U;GT3;T;3;1;other;services;course;mother;1;2;0;no;no;yes;no;no;yes;yes;yes;3;3;3;3;4;1;0;9;8;10
GP;F;16;R;GT3;T;3;3;other;other;course;mother;1;2;0;yes;yes;yes;yes;yes;yes;yes;no;5;4;2;1;2;2;0;11;10;11
GP;F;16;R;LE3;T;3;3;services;other;course;mother;1;2;0;no;yes;yes;yes;yes;yes;no;no;3;3;3;3;1;5;28;13;14;14
GP;F;16;R;GT3;T;3;2;other;services;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;2;5;1;3;3;0;14;16;17
GP;F;16;U;GT3;T;1;3;health;other;home;mother;1;1;0;no;yes;no;no;no;yes;yes;no;5;4;4;1;1;3;7;13;13;15
MS;M;15;U;GT3;T;1;4;at_home;other;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;5;4;5;5;2;3;48;17;17;17
GP;F;17;U;GT3;T;2;3;other;other;other;mother;1;1;0;no;yes;no;no;no;no;yes;yes;5;3;3;4;5;1;4;7;4;8
GP;F;19;U;LE3;T;4;1;teacher;other;other;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;no;3;3;2;1;5;5;24;12;10;14
GP;M;15;U;LE3;T;3;3;teacher;other;home;mother;2;2;0;no;yes;no;yes;yes;yes;no;no;5;4;3;1;1;1;11;13;15;18
GP;F;19;U;GT3;T;4;2;teacher;services;reputation;father;1;2;1;no;yes;no;yes;yes;yes;no;yes;4;2;5;2;5;4;1;11;14;17
GP;F;15;U;GT3;A;1;3;teacher;services;other;mother;1;3;0;no;yes;no;no;no;yes;no;yes;3;3;3;1;3;3;0;12;12;10
GP;M;18;U;LE3;T;3;3;health;other;reputation;mother;2;2;0;no;no;yes;yes;yes;yes;yes;no;3;4;4;1;3;2;0;20;19;17
GP;F;16;U;LE3;T;3;4;other;other;reputation;father;1;3;3;no;no;no;no;no;yes;yes;no;5;3;3;1;3;5;1;12;11;11
GP;M;15;U;GT3;T;4;4;teacher;other;other;mother;4;2;1;no;yes;yes;yes;yes;yes;yes;yes;5;4;3;1;3;1;29;15;13;12
GP;M;16;R;GT3;T;4;2;other;services;home;father;1;2;0;no;no;no;yes;yes;yes;yes;no;5;4;3;2;4;5;3;11;10;15
GP;F;18;U;LE3;T;3;1;teacher;services;course;mother;1;2;0;no;no;yes;no;yes;yes;yes;yes;5;2;2;3;5;2;1;12;12;14
GP;F;19;U;LE3;T;2;3;health;other;course;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;no;5;4;3;1;3;5;19;11;9;11
GP;M;18;U;GT3;T;3;2;other;services;reputation;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;4;3;4;5;2;5;0;15;11;10
MS;F;18;U;LE3;T;4;3;services;other;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;3;3;3;2;4;2;14;11;13;15
GP;F;17;U;GT3;T;2;3;teacher;services;home;mother;1;2;2;no;no;yes;yes;no;yes;yes;no;4;2;2;5;2;5;0;14;13;11
GP;M;18;U;GT3;T;4;4;health;teacher;course;mother;2;2;0;no;yes;yes;yes;yes;yes;no;yes;3;4;3;3;5;5;1;11;11;11
MS;M;18;U;GT3;T;2;3;other;other;course;mother;3;1;0;no;no;yes;no;yes;yes;no;no;4;3;1;4;3;5;0;10;7;11
GP;M;15;U;LE3;T;4;3;teacher;other;reputation;mother;1;4;0;no;no;yes;yes;no;yes;yes;yes;4;3;3;2;2;3;7;9;10;10
GP;F;18;R;GT3;T;2;4;other;other;reputation;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;3;2;4;1;1;5;0;16;16;17
GP;F;16;U;GT3;T;3;4;health;other;other;father;1;2;1;no;yes;no;yes;no;yes;no;no;5;3;3;1;3;1;4;16;14;16
GP;F;15;U;GT3;A;3;4;services;other;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;5;1;2;1;1;1;0;10;6;9
GP;M;15;U;GT3;A;1;1;other;other;reputation;father;2;2;0;no;no;no;yes;yes;yes;yes;yes;4;4;4;3;3;5;30;15;15;17
MS;M;18;U;LE3;T;4;1;other;other;reputation;mother;1;2;3;no;yes;yes;yes;yes;yes;yes;no;4;1;2;1;2;5;6;10;9;13
GP;M;18;R;LE3;T;3;1;services;other;home;mother;2;1;0;no;no;no;no;yes;yes;yes;yes;4;5;2;3;2;1;0;13;12;14
GP;F;17;R;GT3;T;2;2;services;services;home;mother;1;2;0;yes;no;yes;no;yes;yes;yes;yes;4;3;3;2;4;5;3;10;11;13
GP;F;16;U;GT3;T;2;3;services;other;reputation;mother;1;2;0;yes;no;yes;yes;yes;yes;yes;no;4;3;3;1;1;5;0;9;9;9
MS;M;18;U;LE3;T;4;1;health;other;other;mother;1;2;2;no;no;yes;yes;yes;yes;no;no;5;3;5;1;2;5;4;12;13;14
GP;M;17;U;GT3;T;2;1;other;other;other;mother;1;2;1;no;no;no;yes;yes;yes;yes;yes;5;4;4;4;5;5;0;9;8;10
GP;M;17;U;GT3;T;2;2;other;services;course;mother;1;2;0;no;yes;no;no;no;yes;yes;no;4;1;2;2;5;2;5;10;10;12
GP;F;17;U;LE3;T;3;3;other;other;course;mother;1;2;0;no;no;yes;yes;yes;yes;yes;no;4;3;2;2;3;5;2;16;12;14
MS;F;17;U;GT3;T;3;2;teacher;teacher;reputation;mother;1;2;0;no;yes;yes;yes;yes;yes;no;no;5;4;2;1;1;3;1;17;13;14
GP;F;15;U;LE3;A;2;1;other;services;other;father;1;3;0;no;no;no;yes;yes;yes;yes;no;3;5;3;2;1;1;17;8;10;14
MS;F;17;U;LE3;T;4;3;other;services;course;father;2;3;0;no;yes;yes;yes;yes;yes;yes;no;5;3;3;2;1;3;0;12;11;9
GP;F;18;U;GT3;T;3;4;other;services;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;3;2;1;1;4;0;11;12;14
GP;M;17;U;GT3;T;3;1;teacher;at_home;home;mother;1;4;0;no;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;4;11;12;10;13
GP;M;15;U;GT3;A;4;4;teacher;services;reputation;mother;1;3;0;no;no;no;yes;yes;yes;yes;no;5;5;2;1;4;5;5;17;15;16
GP;F;18;U;LE3;T;1;1;services;at_home;other;mother;2;1;0;no;yes;yes;no;yes;yes;yes;yes;2;3;4;1;3;5;0;9;11;9
GP;M;16;U;GT3;A;4;1;teacher;teacher;course;mother;1;3;1;no;yes;yes;yes;yes;yes;yes;no;4;4;1;1;3;5;0;16;16;16
GP;F;16;U;GT3;T;2;4;other;services;home;mother;3;2;0;yes;yes;yes;no;yes;yes;yes;yes;5;3;3;1;2;3;1;12;12;14
GP;F;16;U;LE3;T;4;4;teacher;teacher;reputation;other;1;2;0;yes;yes;no;no;yes;yes;yes;no;4;4;4;1;3;1;2;12;13;15
GP;F;17;U;GT3;T;4;4;services;other;course;mother;1;4;0;no;yes;no;yes;yes;yes;yes;no;4;4;2;1;5;5;3;10;9;11
GP;F;16;R;GT3;T;2;3;teacher;other;course;mother;2;2;0;no;no;yes;yes;yes;yes;yes;yes;1;5;1;3;2;3;2;11;11;9
GP;M;18;R;GT3;T;4;2;services;other;home;mother;1;1;3;yes;yes;yes;yes;yes;yes;yes;no;1;4;3;2;5;5;9;11;11;15
GP;M;15;U;GT3;T;4;1;teacher;services;reputation;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;no;4;2;2;4;1;1;0;13;11;13
GP;M;18;R;LE3;T;0;2;health;services;other;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;5;3;2;1;1;5;0;11;11;9
GP;M;15;U;GT3;T;2;2;services;other;home;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;4;4;1;2;2;1;13;12;14
GP;F;16;R;GT3;T;4;3;other;other;reputation;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;3;3;1;3;1;0;13;14;14
GP;M;16;U;GT3;T;2;2;other;services;home;mother;1;2;0;no;no;yes;no;yes;yes;yes;no;4;4;1;1;1;5;0;11;11;12
GP;F;17;U;GT3;A;3;3;other;other;reputation;mother;1;2;3;yes;yes;no;no;yes;yes;yes;no;4;3;2;1;2;2;1;7;11;12
GP;M;15;U;GT3;T;2;1;other;at_home;reputation;mother;1;1;0;no;yes;no;no;yes;yes;no;no;4;4;1;1;3;5;0;10;10;11
GP;M;18;U;LE3;T;3;1;services;at_home;reputation;mother;1;1;0;no;no;no;no;yes;yes;yes;yes;5;2;3;1;3;3;2;17;14;14
GP;M;16;U;GT3;T;3;1;services;services;other;mother;3;3;1;no;yes;no;no;yes;yes;yes;yes;4;3;3;2;1;2;0;15;17;18
GP;F;17;U;GT3;T;2;2;other;services;reputation;mother;4;2;0;no;yes;yes;no;yes;yes;yes;no;4;3;5;1;3;2;6;16;16;17
GP;F;18;U;GT3;T;2;4;at_home;health;reputation;mother;2;2;0;yes;no;no;yes;no;yes;no;no;4;4;4;1;1;5;0;12;13;11
GP;F;15;U;GT3;T;1;1;services;other;reputation;mother;2;2;0;no;yes;yes;no;yes;yes;no;no;4;3;3;1;1;1;4;14;14;15
GP;M;19;R;GT3;T;3;1;other;other;home;other;2;3;2;no;yes;no;no;yes;yes;no;no;4;4;3;1;3;2;0;18;14;14
GP;F;19;U;GT3;A;4;3;health;other;home;father;1;1;0;yes;yes;no;no;no;yes;yes;no;4;3;2;1;1;5;0;7;5;9
