school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
GP;F;19;U;GT3;T;4;2;other;services;reputation;father;2;2;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;1;5;0;10;10;10
GP;F;16;U;GT3;T;4;4;teacher;services;course;mother;3;2;0;no;no;yes;yes;no;yes;yes;no;5;3;2;2;5;5;1;8;8;9
GP;M;17;U;GT3;T;1;4;other;other;course;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;1;4;1;3;4;2;19;15;16
GP;M;17;U;GT3;T;4;2;services;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;3;4;2;14;13;14
GP;M;17;U;GT3;T;1;1;teacher;other;other;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;5;3;1;1;5;0;17;15;16
GP;M;17;U;LE3;T;4;2;teacher;other;other;other;2;1;0;no;yes;no;no;yes;yes;yes;no;4;3;4;4;2;5;0;12;15;17
GP;F;17;R;GT3;T;2;3;services;at_home;home;father;1;2;1;no;yes;no;yes;yes;no;yes;no;3;3;4;1;3;3;0;8;4;8
GP;F;20;U;LE3;T;2;1;health;services;reputation;father;1;1;0;no;yes;yes;no;yes;yes;yes;no;4;4;2;1;3;1;4;9;11;16
GP;M;16;R;LE3;A;3;3;services;services;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;4;2;1;5;3;16;15;15
GP;F;16;U;GT3;T;2;2;teacher;services;course;father;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;4;4;3;5;3;3;0;11;9;14
GP;M;16;U;GT3;T;4;1;teacher;other;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;5;4;4;4;5;3;0;15;15;16
GP;M;18;U;GT3;A;4;1;other;services;course;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;1;2;2;5;2;29;11;13;15
GP;F;15;U;GT3;T;3;4;at_home;other;course;mother;1;4;0;no;yes;yes;yes;no;yes;no;yes;4;3;4;1;1;5;3;12;13;15
GP;F;17;U;LE3;T;4;4;health;other;course;mother;2;1;0;no;no;no;no;no;yes;no;yes;5;3;3;2;1;3;6;12;13;16
GP;M;18;U;GT3;T;1;4;other;other;other;other;1;3;1;no;yes;no;no;yes;yes;no;no;5;3;4;1;4;3;3;8;6;9
GP;M;19;U;GT3;T;3;2;teacher;other;other;mother;1;2;0;no;no;no;yes;no;yes;yes;yes;3;3;5;1;3;1;0;15;15;15
GP;M;17;R;GT3;A;2;4;at_home;other;home;mother;1;2;0;no;yes;yes;yes;no;yes;yes;no;4;3;4;1;3;4;8;17;20;18
GP;F;15;U;GT3;T;3;3;other;services;course;father;1;2;1;no;no;no;no;no;yes;yes;no;5;3;1;3;2;5;15;10;12;15
GP;F;15;R;LE3;T;1;1;other;services;reputation;mother;2;1;0;no;no;yes;yes;no;yes;no;yes;5;4;4;2;4;3;0;15;12;15
MS;F;17;R;LE3;T;3;1;other;other;home;mother;1;3;0;no;no;yes;no;yes;yes;yes;no;1;1;3;2;4;4;18;12;10;10
GP;M;15;U;LE3;T;1;4;teacher;other;reputation;father;1;4;0;no;no;yes;yes;yes;yes;yes;yes;5;3;5;1;1;1;0;20;20;16
GP;M;16;U;LE3;T;4;2;services;teacher;other;father;2;2;0;no;no;yes;no;yes;yes;yes;yes;5;1;4;1;4;5;2;20;19;17
GP;M;16;U;GT3;T;3;3;other;services;course;mother;2;2;0;no;no;no;no;no;yes;yes;yes;5;3;5;1;1;5;0;10;11;11
GP;M;18;U;LE3;T;0;3;at_home;at_home;course;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;5;4;2;2;5;4;0;11;12;11
GP;F;19;U;LE3;T;4;2;teacher;services;home;mother;1;2;1;no;yes;yes;no;no;yes;yes;yes;4;5;2;1;1;3;5;15;15;15
GP;M;18;U;GT3;T;4;3;teacher;other;other;mother;1;3;1;no;yes;yes;no;yes;yes;yes;no;3;3;4;1;3;5;0;10;13;14
GP;F;16;U;GT3;T;3;2;at_home;services;home;mother;2;2;0;yes;yes;yes;no;yes;yes;no;no;5;3;5;2;3;3;1;16;20;18
MS;M;16;U;LE3;T;3;2;other;other;course;other;1;2;1;no;no;no;yes;yes;yes;no;no;5;5;2;3;4;1;0;15;13;14
GP;F;16;R;GT3;T;4;3;other;other;course;mother;1;2;1;yes;yes;no;no;yes;yes;yes;yes;5;3;2;1;4;5;5;10;7;11
MS;F;18;U;GT3;T;4;3;at_home;services;course;mother;1;1;0;no;no;yes;no;yes;yes;yes;no;3;2;5;1;3;5;1;10;13;15
GP;M;18;U;GT3;T;4;3;services;teacher;reputation;mother;1;1;0;no;no;yes;yes;yes;yes;yes;no;5;4;3;2;2;3;0;14;12;10
GP;F;16;U;GT3;A;1;1;teacher;other;course;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3;5;2;1;1;5;0;20;20;18
MS;F;16;U;GT3;T;4;1;services;other;home;father;1;2;2;no;yes;yes;yes;yes;yes;yes;yes;1;4;2;2;4;4;15;10;11;11
GP;F;18;U;GT3;T;1;2;other;other;home;mother;1;3;0;yes;yes;no;no;yes;yes;yes;yes;4;4;4;1;3;1;33;16;15;17
GP;M;19;U;GT3;T;2;3;at_home;services;course;father;1;1;0;no;yes;no;no;yes;yes;no;no;3;4;5;1;1;3;0;15;17;19
GP;M;15;U;GT3;T;4;4;teacher;services;reputation;mother;1;3;0;no;yes;yes;no;yes;yes;yes;no;3;4;4;1;1;2;0;20;20;18
GP;F;16;U;GT3;T;1;2;other;services;reputation;other;2;3;0;no;no;yes;yes;no;yes;no;no;4;2;4;1;4;3;3;14;16;16
GP;F;16;U;GT3;T;3;2;other;services;home;mother;1;4;0;no;yes;yes;yes;yes;yes;yes;no;5;2;2;2;2;5;7;9;8;10
MS;F;16;U;LE3;T;2;3;at_home;other;course;mother;1;2;0;yes;yes;no;no;yes;yes;yes;no;3;3;3;1;1;5;34;9;9;11
GP;M;18;U;LE3;T;2;4;other;teacher;reputation;mother;2;2;1;no;no;no;yes;no;yes;no;no;4;3;3;1;5;5;0;13;9;9
GP;F;15;R;GT3;T;4;1;teacher;other;home;mother;4;3;0;no;yes;yes;no;no;yes;yes;no;4;3;2;2;1;5;0;18;19;16
GP;F;15;U;GT3;T;4;4;services;teacher;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;4;3;4;4;2;13;11;12
GP;M;17;R;LE3;T;1;2;teacher;at_home;reputation;mother;1;1;1;no;yes;no;yes;yes;no;yes;yes;4;5;2;1;2;1;0;9;8;9
GP;M;19;U;LE3;T;4;2;services;other;home;mother;2;2;0;no;yes;yes;no;no;yes;yes;no;3;5;1;1;5;4;1;10;10;11
GP;M;16;R;GT3;A;4;4;services;services;home;father;1;1;0;no;yes;no;no;yes;yes;yes;yes;5;3;5;1;3;3;0;11;9;7
GP;M;15;U;GT3;A;2;3;services;services;course;mother;1;1;0;no;no;no;no;yes;yes;yes;no;4;5;2;1;1;3;6;12;15;18
GP;F;15;U;GT3;T;4;4;other;teacher;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;no;4;5;2;2;1;3;41;15;16;19
GP;M;18;U;GT3;T;2;2;other;services;reputation;father;2;2;0;no;yes;yes;yes;no;yes;yes;no;3;5;3;1;2;4;32;10;12;15
GP;F;20;U;LE3;T;1;4;services;other;home;mother;2;2;0;no;yes;no;no;no;yes;yes;no;3;1;3;1;1;4;0;13;13;16
GP;M;17;U;GT3;T;2;4;at_home;services;home;mother;1;2;0;no;no;no;no;yes;no;no;yes;4;2;2;1;2;3;0;10;6;8
MS;F;16;U;LE3;T;3;1;at_home;services;home;father;1;3;0;no;yes;no;no;no;yes;no;no;4;5;2;1;1;3;2;15;15;18
GP;F;15;U;GT3;T;2;4;other;other;course;other;2;2;0;no;no;no;no;yes;no;yes;no;3;3;2;1;4;5;1;14;13;13
MS;M;16;U;LE3;T;1;3;other;other;home;other;2;2;1;yes;yes;no;no;yes;no;yes;no;3;3;4;4;3;5;3;6;2;7
MS;F;15;R;GT3;T;4;1;other;other;reputation;mother;2;2;0;no;yes;no;no;yes;yes;no;yes;3;4;1;1;3;2;0;10;11;9
GP;M;16;U;GT3;T;2;3;other;other;other;mother;4;2;0;no;yes;no;no;yes;yes;yes;no;4;3;1;3;3;5;4;13;13;13
GP;F;19;R;GT3;A;4;4;health;other;reputation;mother;1;3;0;no;no;no;yes;yes;yes;no;no;4;2;3;1;1;5;0;14;15;14
GP;F;18;R;GT3;A;2;2;other;other;home;mother;3;3;0;no;yes;yes;no;yes;yes;yes;no;5;3;5;1;1;2;12;19;20;19
GP;M;18;U;LE3;T;2;3;health;other;course;mother;2;2;0;yes;no;yes;no;no;no;yes;no;4;3;3;1;3;3;7;8;8;9
GP;F;16;U;LE3;T;4;4;services;other;home;other;1;2;0;no;yes;yes;yes;no;yes;yes;yes;4;3;2;2;1;2;1;15;18;15
GP;M;15;U;GT3;T;4;3;teacher;services;course;mother;1;1;0;no;no;no;no;yes;yes;yes;yes;5;4;1;2;5;3;2;13;14;17
GP;F;16;U;GT3;T;3;2;at_home;other;course;other;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;3;1;1;3;5;0;14;14;11
GP;F;18;U;GT3;T;1;4;other;other;reputation;mother;1;1;0;no;no;no;yes;yes;yes;no;no;4;3;4;1;3;4;0;16;15;15
GP;F;16;U;GT3;T;4;2;other;services;home;father;1;3;1;no;yes;no;yes;yes;yes;yes;yes;3;3;4;1;1;1;0;11;10;9
GP;M;18;U;LE3;T;3;2;other;other;reputation;mother;1;2;1;no;yes;no;no;yes;yes;yes;yes;5;4;1;4;3;2;2;11;9;10
GP;M;18;R;GT3;T;2;4;services;other;course;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;3;4;4;1;5;5;0;14;10;9
GP;M;16;U;LE3;T;1;1;other;other;course;mother;2;4;0;no;yes;no;yes;yes;yes;yes;no;2;4;3;1;2;3;2;20;20;19
GP;F;15;R;GT3;A;3;4;other;services;home;mother;2;3;0;no;yes;no;no;yes;yes;no;no;5;3;2;1;1;1;0;14;16;14
GP;F;18;U;GT3;T;4;4;other;other;home;mother;2;2;0;no;yes;yes;no;no;yes;yes;yes;3;5;3;1;2;5;10;12;13;17
GP;M;16;U;GT3;T;4;1;other;other;course;mother;1;3;0;no;yes;yes;no;yes;yes;no;no;5;4;4;1;2;5;11;15;15;19
GP;F;16;U;GT3;T;4;4;teacher;other;reputation;mother;1;2;0;no;yes;yes;yes;yes;yes;no;no;5;3;3;2;1;4;0;15;16;15
MS;M;18;U;LE3;T;2;2;health;at_home;course;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;5;3;3;2;4;3;0;12;12;14
GP;M;16;U;GT3;T;3;3;health;services;reputation;father;1;2;0;no;yes;yes;no;no;yes;yes;yes;4;2;3;2;1;4;10;15;12;16
MS;F;19;U;LE3;T;3;0;other;services;reputation;other;2;1;1;no;yes;yes;yes;no;yes;yes;yes;5;4;2;1;1;5;21;12;14;13
GP;M;17;U;GT3;T;3;2;other;other;home;mother;2;1;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;3;4;0;12;13;13
GP;M;16;U;GT3;A;3;2;teacher;services;home;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;3;4;1;1;5;0;11;12;14
GP;F;15;U;GT3;A;4;4;services;other;home;mother;1;1;0;no;yes;yes;yes;no;yes;yes;yes;4;3;4;2;5;4;0;11;11;11
GP;M;15;U;GT3;T;1;1;other;other;home;mother;1;1;3;no;yes;yes;yes;yes;yes;no;no;4;5;3;1;3;3;0;20;18;16
GP;F;15;U;GT3;T;2;3;at_home;services;reputation;other;2;4;2;no;yes;no;yes;yes;yes;yes;no;5;2;3;1;1;2;1;19;20;18
GP;M;16;U;GT3;T;2;4;teacher;teacher;course;father;3;1;0;yes;yes;yes;no;yes;yes;yes;no;5;5;3;2;2;3;1;8;7;10
GP;M;15;R;LE3;T;3;2;other;health;home;mother;1;2;0;no;no;no;yes;no;yes;yes;yes;3;3;3;1;1;1;0;15;15;17
GP;M;17;U;GT3;A;3;1;other;other;reputation;father;2;2;0;no;no;yes;no;no;yes;yes;no;4;4;3;1;1;5;0;18;17;16
MS;F;16;U;LE3;T;4;2;teacher;other;course;other;1;2;0;no;yes;no;yes;yes;yes;yes;yes;5;2;1;1;1;5;8;18;19;18
GP;M;16;U;LE3;T;4;2;teacher;other;home;father;1;2;0;no;yes;yes;no;yes;yes;yes;yes;4;3;3;1;1;3;2;9;10;10
GP;F;18;U;GT3;T;2;2;other;other;home;mother;1;1;0;yes;no;no;no;yes;yes;yes;yes;3;3;2;1;1;1;0;14;14;15
GP;F;15;U;GT3;T;4;2;services;services;course;mother;3;1;0;no;yes;no;no;yes;yes;yes;yes;4;2;1;1;1;2;0;15;10;14
GP;F;18;U;LE3;T;2;2;services;other;other;mother;1;2;0;yes;no;yes;no;no;yes;yes;yes;4;3;4;1;1;3;10;9;10;12
GP;M;15;U;GT3;T;1;3;health;services;home;mother;1;3;0;yes;no;no;no;yes;yes;yes;yes;4;2;5;1;1;5;0;17;17;17
GP;M;18;R;GT3;T;2;3;health;other;reputation;other;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;2;5;1;2;2;0;11;9;11
GP;F;19;U;GT3;T;2;2;other;other;course;father;2;2;1;no;no;no;yes;yes;yes;yes;no;4;5;3;2;3;3;0;17;15;15
GP;F;15;R;GT3;T;1;1;other;other;reputation;other;1;3;1;no;yes;no;no;yes;yes;yes;yes;5;3;3;1;3;2;0;17;16;17
GP;M;17;R;GT3;A;2;1;at_home;at_home;course;mother;1;1;3;yes;yes;no;no;yes;yes;yes;yes;4;2;2;1;1;2;2;16;18;19
GP;F;16;R;LE3;T;4;1;other;at_home;reputation;mother;2;2;0;no;yes;yes;yes;yes;yes;yes;yes;5;3;4;1;1;2;1;10;12;11
GP;F;16;R;GT3;A;4;4;teacher;other;home;father;1;2;0;no;yes;yes;yes;no;yes;yes;no;4;4;2;3;2;3;0;17;17;17
GP;M;15;U;LE3;T;2;4;other;other;home;mother;1;1;0;no;no;no;no;yes;yes;no;no;4;3;4;1;1;1;0;18;18;19
GP;F;16;U;GT3;T;3;2;services;other;reputation;mother;2;1;3;no;yes;yes;yes;no;yes;yes;no;5;2;5;1;3;4;1;15;16;17
GP;F;15;U;GT3;T;4;1;at_home;other;course;mother;1;2;0;no;yes;no;no;yes;no;yes;no;4;3;5;1;3;1;6;16;16;18
GP;F;18;R;GT3;T;4;2;other;services;home;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;5;3;3;1;2;5;2;11;12;9
GP;M;16;R;GT3;T;1;1;health;services;course;mother;1;1;0;no;no;yes;no;no;yes;yes;no;4;3;3;1;4;5;0;9;7;8
GP;F;18;U;GT3;T;4;3;other;services;home;father;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;1;1;5;1;8;9;13
GP;M;15;R;GT3;T;2;2;teacher;other;other;mother;1;3;1;no;yes;no;no;yes;yes;yes;no;3;5;3;1;4;5;11;13;11;11
GP;M;15;U;GT3;T;1;3;other;teacher;reputation;mother;1;2;3;no;no;no;yes;no;no;yes;no;5;3;3;1;3;5;9;18;16;16
GP;M;16;U;GT3;T;3;2;services;services;reputation;mother;3;3;0;no;yes;no;yes;yes;yes;yes;yes;4;1;2;1;1;5;0;19;16;15
GP;F;19;U;LE3;T;2;3;other;services;home;other;1;2;0;no;no;no;no;yes;yes;yes;yes;3;5;3;3;2;1;0;18;17;19
GP;M;18;U;LE3;T;3;1;health;other;reputation;father;2;2;0;no;no;no;no;yes;yes;yes;no;4;4;5;1;2;1;0;16;15;12
GP;F;19;R;LE3;T;2;2;at_home;health;course;mother;3;2;1;no;no;no;yes;yes;yes;no;yes;1;3;5;3;2;5;23;9;9;10
GP;F;17;R;LE3;T;4;2;other;other;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;2;4;3;1;3;4;16;13;13;15
MS;F;19;U;GT3;T;4;3;teacher;health;course;other;1;4;0;no;yes;no;yes;yes;yes;yes;no;2;2;5;2;3;5;0;14;17;15
MS;M;15;U;GT3;T;3;4;services;services;course;mother;1;1;0;no;yes;no;no;yes;yes;yes;yes;4;4;3;4;4;2;3;15;11;15
MS;F;16;U;LE3;T;1;2;other;services;home;mother;2;2;0;no;no;no;no;no;yes;no;no;1;3;4;1;1;2;2;16;16;15
MS;M;15;R;LE3;T;4;1;other;teacher;course;father;2;2;0;no;yes;no;no;no;yes;yes;no;1;4;4;2;4;3;0;11;6;10
MS;M;15;R;GT3;T;4;2;other;services;other;mother;2;4;1;no;yes;yes;no;yes;yes;yes;no;4;4;5;1;1;2;8;14;14;14
GP;M;15;U;GT3;T;2;4;services;other;home;mother;1;2;0;no;no;no;no;yes;yes;no;yes;5;3;3;1;4;1;0;9;7;6
GP;M;17;U;LE3;T;2;3;at_home;other;other;mother;2;1;0;no;yes;yes;no;no;yes;yes;no;4;3;5;1;1;5;2;13;16;15
MS;M;17;U;GT3;T;1;3;services;other;reputation;mother;2;3;0;no;no;yes;no;yes;yes;yes;no;4;3;2;2;2;5;0;17;18;19
GP;M;16;U;GT3;T;3;1;other;other;other;mother;2;1;0;no;yes;no;yes;no;yes;yes;no;2;3;2;1;3;3;0;17;16;15
GP;F;17;R;GT3;T;3;2;health;services;home;father;1;4;1;no;no;no;no;no;yes;yes;no;5;2;4;1;5;5;0;12;10;14
GP;M;18;U;GT3;T;3;1;other;other;reputation;mother;2;1;1;yes;yes;yes;yes;yes;yes;yes;yes;4;5;2;1;4;1;1;11;12;16
GP;M;16;U;LE3;T;2;2;at_home;health;course;mother;2;2;0;no;no;yes;no;no;yes;no;no;5;4;2;2;2;3;10;10;9;9
GP;F;17;U;LE3;T;2;1;services;other;reputation;other;1;2;1;no;yes;no;no;no;yes;yes;no;5;4;3;1;1;2;3;12;13;14
GP;F;18;U;GT3;T;3;2;health;other;reputation;father;1;1;0;no;yes;yes;no;no;yes;no;no;4;3;2;3;3;5;2;11;14;17
GP;M;16;R;LE3;T;4;4;health;other;reputation;father;1;1;0;no;no;no;yes;yes;yes;yes;no;4;1;3;3;4;4;19;17;15;16
GP;M;15;U;GT3;T;3;3;services;services;course;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;4;3;4;2;3;5;4;15;15;17
GP;M;15;U;LE3;T;4;4;services;other;reputation;mother;2;1;0;no;yes;no;yes;yes;yes;yes;no;5;2;2;1;2;5;4;17;14;14
GP;F;18;U;GT3;T;4;1;other;other;reputation;mother;1;2;1;no;yes;no;no;no;yes;yes;no;5;3;4;2;5;1;40;9;9;11
GP;M;16;U;LE3;T;3;2;at_home;other;home;father;1;1;1;no;no;yes;no;yes;yes;no;yes;1;4;5;1;1;3;0;8;7;9
GP;F;17;U;GT3;T;3;1;other;services;reputation;father;1;2;0;no;no;no;no;yes;yes;yes;no;4;3;1;1;3;1;0;15;14;11
GP;F;18;U;GT3;A;3;3;services;other;other;mother;1;3;0;no;yes;yes;no;yes;yes;yes;no;4;5;2;2;1;5;22;11;8;8
GP;M;17;U;GT3;T;1;2;services;other;course;mother;2;2;0;no;no;no;yes;no;yes;yes;no;4;3;4;2;1;4;0;11;9;8
MS;M;15;U;GT3;T;3;3;health;other;reputation;mother;1;2;0;no;yes;no;no;no;yes;no;yes;4;2;2;2;4;5;22;13;10;11
GP;F;17;R;GT3;T;4;1;other;other;reputation;mother;2;2;0;no;yes;yes;yes;yes;yes;yes;yes;5;3;3;1;3;3;6;14;16;13
GP;F;17;R;LE3;A;2;2;at_home;services;course;mother;1;4;0;yes;yes;no;no;yes;yes;yes;yes;4;4;2;1;1;5;0;11;12;12
GP;F;15;U;LE3;T;2;4;services;other;reputation;mother;1;1;1;no;yes;yes;no;yes;yes;yes;no;4;3;5;1;1;3;0;12;10;11
GP;M;15;U;LE3;T;4;2;teacher;services;course;mother;1;3;0;no;yes;no;no;no;yes;yes;no;4;3;3;2;3;5;0;11;14;15
GP;M;16;R;GT3;T;2;4;at_home;services;other;other;2;2;1;no;yes;no;no;yes;yes;yes;yes;4;3;3;1;4;5;0;8;11;10
GP;F;15;R;LE3;T;4;4;services;other;home;father;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;4;4;2;2;2;5;22;16;14;13
GP;F;16;U;GT3;T;3;1;services;other;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;4;3;1;2;2;1;19;20;19
